Title_x,MACID,SYSID,NameMAC,DescriptionMAC,Status,Duration,Fre,QRCode_x,Modified_x,Created_x,Modified By,Title_y,PLANTID,NameSYS,DescriptionSYS,QRCode_y,Modified_y,Created_y,Title,NameP,AddressP
,67,12,Chiller HTST H,,1,90,480,HMP-Cooling Tower và Chiller-Chiller HTST H,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,68,12,Chiller khuôn SBO14,,1,90,480,HMP-Cooling Tower và Chiller-Chiller khuôn SBO14,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,69,12,Chiller 60HP H ngoài,,1,90,480,HMP-Cooling Tower và Chiller-Chiller 60HP H ngoài,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,70,12,Chiller 120HP H,,1,90,480,HMP-Cooling Tower và Chiller-Chiller 120HP H,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,71,12,Chiller 60HP Aus,,1,90,480,HMP-Cooling Tower và Chiller-Chiller 60HP Aus,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,72,12,Chiller Blomax12,,1,90,480,HMP-Cooling Tower và Chiller-Chiller Blomax12,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,73,12,Chiller AHU Syrup sugar,,1,90,480,HMP-Cooling Tower và Chiller-Chiller AHU Syrup sugar,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,74,12,Chiller AHU Filler C,,1,90,480,HMP-Cooling Tower và Chiller-Chiller AHU Filler C,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,75,12,Chiller 150HP Line K,,1,90,480,HMP-Cooling Tower và Chiller-Chiller 150HP Line K,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,76,12,Chiller AHU G-H-SY,,1,90,480,HMP-Cooling Tower và Chiller-Chiller AHU G-H-SY,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,77,12,Chiller AHU A-WH,,1,90,480,HMP-Cooling Tower và Chiller-Chiller AHU A-WH,8/28/2021 3:48 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,5,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,HMP-Cooling Tower và Chiller,7/23/2021 7:46 AM,7/19/2021 8:31 PM,HMP,HCM Plant,12 KCN
,78,13,Mycom No.1 ( Piston),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.1 ( Piston),3/2/2022 8:41 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,79,13,Mycom No.2 ( Piston),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.2 ( Piston),3/2/2022 8:41 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,80,13,Mycom No.3 ( Piston ),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.3 ( Piston ),3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,81,13,Mycom No.4 ( Piston),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.4 ( Piston),3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,82,13,Mycom No.5 ( Piston),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.5 ( Piston),3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,83,13,Mycom No.6 ( Piston),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.6 ( Piston),3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,84,13,Glycol 1 ,,1,60,120,CTP-Hệ thống lạnh NH3-Glycol 1 ,3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,85,13,NH3 system 1,,1,60,120,CTP-Hệ thống lạnh NH3-NH3 system 1,3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,86,13,Mycom No.1 (Screw),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.1 (Screw),3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,87,13,Mycom No.2 (Screw),,1,60,120,CTP-Hệ thống lạnh NH3-Mycom No.2 (Screw),3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,88,13,Glycol 2,,1,60,120,CTP-Hệ thống lạnh NH3-Glycol 2,3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,89,13,NH3 system 2,,1,60,120,CTP-Hệ thống lạnh NH3-NH3 system 2,3/2/2022 8:42 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,196,13,Theo Dõi Nước trong Condenser và độ rung máy nén ,,1,480,480,CTP-Hệ thống lạnh NH3,9/5/2021 11:55 PM,8/24/2021 12:54 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,NH3,Hệ thống lạnh NH3,CTP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,90,14,Bồn dầu ,,1,60,120,CTP-Boiler-Bồn dầu,3/2/2022 8:43 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Boiler,Hệ thống Boiler,CTP-Boiler,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,91,14,Nước cấp vào Lò,,1,60,120,CTP-Boiler-Nước cấp vào Lò,3/2/2022 8:43 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Boiler,Hệ thống Boiler,CTP-Boiler,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,92,14,Omnical,,1,60,120,CTP-Boiler-Omnical,3/2/2022 8:43 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Boiler,Hệ thống Boiler,CTP-Boiler,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,93,14,Steam Out Source,,1,60,120,CTP-Boiler-Steam Out Source,3/2/2022 8:43 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Boiler,Hệ thống Boiler,CTP-Boiler,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,197,14,Hiệu xuất lò Omnical,,1,480,480,CTP-Boiler,9/5/2021 11:55 PM,8/24/2021 1:22 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,Boiler,Hệ thống Boiler,CTP-Boiler,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,94,15,AF1,,1,60,240,CTP-HP AC-AF1,3/2/2022 8:43 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,HP AC,Hệ thống HP AC,CTP-HP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,95,15,AF2,,1,60,240,CTP-HP AC-AF2,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,HP AC,Hệ thống HP AC,CTP-HP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,96,15,AF3,,1,60,240,CTP-HP AC-AF3,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,HP AC,Hệ thống HP AC,CTP-HP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,97,15,AF4,,1,60,240,CTP-HP AC-AF4,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,HP AC,Hệ thống HP AC,CTP-HP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,198,15,Tổng giờ chạy máy nén cao áp,,1,480,480,CTP-HP AC,9/5/2021 11:55 PM,8/24/2021 2:30 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,HP AC,Hệ thống HP AC,CTP-HP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,98,16,IRN90,,1,60,240,CTP-LP AC-IRN90,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,LP AC,Hệ thống LP AC,CTP-LP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,99,16,IRN132A,,1,60,240,CTP-LP AC-IRN132A,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,LP AC,Hệ thống LP AC,CTP-LP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,100,16,IRN132B,,1,60,240,CTP-LP AC-IRN132B,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,LP AC,Hệ thống LP AC,CTP-LP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,199,16,Tổng giờ chạy máy nén thấp áp,,1,480,480,CTP-LP AC,9/5/2021 11:55 PM,8/24/2021 2:53 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,LP AC,Hệ thống LP AC,CTP-LP AC,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,101,17,Evaporizer N0.1,,1,60,240,CTP-CO2 và N2-Evaporizer N0.1,3/2/2022 8:44 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,CO2 và N2,Hệ thống CO2 và N2,CTP-CO2 và N2,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,102,17,Evaporizer N0.2,,1,60,240,CTP-CO2 và N2-Evaporizer N0.2,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,CO2 và N2,Hệ thống CO2 và N2,CTP-CO2 và N2,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,103,17,Messer tank,,1,60,240,CTP-CO2 và N2-Messer tank,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,CO2 và N2,Hệ thống CO2 và N2,CTP-CO2 và N2,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,104,17,ASCO TANK,,1,60,240,CTP-CO2 và N2-ASCO TANK,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,CO2 và N2,Hệ thống CO2 và N2,CTP-CO2 và N2,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,105,17,Praxair Tank,,1,60,240,CTP-CO2 và N2-Praxair Tank,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,CO2 và N2,Hệ thống CO2 và N2,CTP-CO2 và N2,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
.,257,17,Tank Nito,Tank Nito,1,60,240,CTP-CO2 và N2-Tank Nito,7/8/2022 1:48 AM,7/8/2022 1:48 AM,Hung Pham Truong {SPVB},,1,CO2 và N2,Hệ thống CO2 và N2,CTP-CO2 và N2,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,106,18,Chiller DAIKIN CUWD-150 CS5Y,,1,60,240,CTP-Cooling Tower và Chiller-Chiller DAIKIN CUWD-150 CS5Y,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,107,18,Chiller HITACHI RCUG80,,1,60,240,CTP-Cooling Tower và Chiller-Chiller HITACHI RCUG80,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,108,18,Chiller CARRIER 30XW0352,,1,60,240,CTP-Cooling Tower và Chiller-Chiller CARRIER 30XW0352,3/2/2022 8:45 AM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,200,18,Cooling tower DAIKIN CUWD-150 C S5Y,,1,480,480,CTP-Cooling Tower và Chiller-Cooling tower  DAIKIN CUWD-150 CS5Y,9/5/2021 11:55 PM,8/24/2021 7:26 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,201,18,Cooling tower HITACHI RCUG80,,1,480,480,CTP-Cooling Tower và Chiller-Cooling tower HITACHI RCUG80,9/5/2021 11:55 PM,8/24/2021 7:36 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,202,18,Cooling tower CARRIER 30XW0352,,1,480,480,CTP-Cooling Tower và Chiller-Cooling tower CARRIER 30XW0352,9/5/2021 11:55 PM,8/24/2021 7:41 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,203,18,Tổng giờ chạy máy nén chiller,,1,480,480,CTP-Cooling Tower và Chiller,9/5/2021 11:55 PM,8/24/2021 7:43 AM,Tien Truong ThiHanh {SPVB - Contractor},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
.,258,18,Chiller Kho Đông,Chiller Kho Đông,1,480,480,CTP-Cooling Tower và Chiller-Chiller Kho Đông,7/8/2022 2:04 AM,7/8/2022 2:04 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,259,18,"Chiller Kho Hương
Máy Nén 1","Chiller Kho Hương
Máy Nén 1",1,480,480,"CTP-Cooling Tower và Chiller-Chiller Kho Hương
Máy Nén 1",7/8/2022 4:52 AM,7/8/2022 2:05 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,260,18,"Chiller Kho Hương
Máy Nén 2","Chiller Kho Hương
Máy Nén 2",1,480,480,CTP-Cooling Tower và Chiller-Chiller Kho Hương Máy Nén 2,7/8/2022 4:53 AM,7/8/2022 2:09 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,261,18,Chiller Spot Cooling,Chiller Spot Cooling,1,480,480,CTP-Cooling Tower và Chiller-Chiller Spot Cooling,7/8/2022 2:24 AM,7/8/2022 2:10 AM,Hung Pham Truong {SPVB},,1,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,CTP-Cooling Tower và Chiller,7/23/2021 7:47 AM,7/19/2021 8:31 PM,CTP,Cần Thơ Plant,Can Tho
,109,19,Mycom No.1  (NH3),,1,45,120,BNP-Hệ thống lạnh NH3-Mycom No.1 (NH3),8/25/2021 11:52 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,NH3,Hệ thống lạnh NH3,BNP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,110,19,Mycom No.2  (NH3),,1,45,120,BNP-Hệ thống lạnh NH3-Mycom No.2 (NH3),8/25/2021 11:52 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,NH3,Hệ thống lạnh NH3,BNP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,111,19,Mycom No.3  (NH3),,1,45,120,BNP-Hệ thống lạnh NH3-Mycom No.3 (NH3),8/25/2021 11:52 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,NH3,Hệ thống lạnh NH3,BNP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,112,19,Mycom No.4  (NH3),,1,45,120,BNP-Hệ thống lạnh NH3-Mycom No.4 (NH3),8/25/2021 11:52 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,NH3,Hệ thống lạnh NH3,BNP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
.,262,19,NH3 system và Glycol,NH3 system và Glycol,1,45,120,BNP-Hệ thống lạnh NH3-NH3 system và Glycol,7/9/2022 11:06 PM,7/9/2022 11:06 PM,Hung Pham Truong {SPVB},,2,NH3,Hệ thống lạnh NH3,BNP-Hệ thống lạnh NH3,9/1/2021 7:17 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
